CustomerKey,Segment,Region,SignupDate
CUS02075,Consumer,West,2023-01-19
CUS02076,Consumer,West,2023-01-22
CUS02077,Consumer,Central,2021-04-20
CUS02078,Consumer,Central,2023-04-29
CUS02079,Small Business,West,2023-07-25
CUS02080,Consumer,South,2022-01-16
CUS02081,Small Business,East,2024-11-02
CUS02082,Small Business,West,2025-01-21
CUS02083,Consumer,North,2022-07-06
CUS02084,Consumer,West,2025-07-27
CUS02085,Small Business,East,2021-07-15
CUS02086,Small Business,Central,2025-07-20
CUS02087,Small Business,South,2024-11-02
CUS02088,Consumer,Central,2022-02-13
CUS02089,Consumer,East,2024-04-01
CUS02090,Consumer,East,2022-07-22
CUS02091,Small Business,West,2024-12-30
CUS02092,Consumer,East,2021-10-21
CUS02093,Consumer,Central,2022-03-23
CUS02094,Consumer,North,2022-07-15
CUS02095,Consumer,West,2021-12-31
CUS02096,Consumer,Central,2022-08-31
CUS02097,Consumer,South,2024-01-05
CUS02098,Consumer,South,2024-03-01
CUS02099,Small Business,East,2023-10-08
CUS02100,Small Business,West,2021-12-13
CUS02101,Consumer,Central,2022-01-05
CUS02102,Consumer,West,2025-08-05
CUS02103,Corporate,West,2022-04-04
CUS02104,Consumer,East,2021-07-08
CUS02105,Consumer,West,2023-04-09
CUS02106,Consumer,South,2021-01-13
CUS02107,Consumer,East,2022-09-18
CUS02108,Consumer,North,2025-04-10
CUS02109,Small Business,North,2022-05-03
CUS02110,Consumer,Central,2024-07-08
CUS02111,Consumer,Central,2023-06-13
CUS02112,Small Business,East,2022-10-11
CUS02113,Corporate,North,2024-04-22
CUS02114,Small Business,North,2023-12-23
CUS02115,Consumer,North,2022-08-04
CUS02116,Consumer,West,2022-02-12
CUS02117,Consumer,South,2025-08-01
CUS02118,Consumer,South,2021-11-04
CUS02119,Consumer,Central,2025-10-18
CUS02120,Consumer,Central,2023-05-10
CUS02121,Consumer,West,2025-12-25
CUS02122,Small Business,South,2022-10-07
CUS02123,Corporate,East,2023-10-30
CUS02124,Consumer,South,2024-01-28
CUS02125,Consumer,Central,2022-09-11
CUS02126,Consumer,North,2022-02-03
CUS02127,Consumer,West,2023-08-08
CUS02128,Consumer,East,2024-04-24
CUS02129,Consumer,West,2022-04-23
CUS02130,Small Business,East,2024-10-31
CUS02131,Consumer,North,2024-03-11
CUS02132,Small Business,West,2021-11-01
CUS02133,Consumer,West,2025-09-10
CUS02134,Consumer,East,2021-03-22
CUS02135,Consumer,South,2024-04-08
CUS02136,Consumer,South,2023-03-14
CUS02137,Consumer,East,2024-04-08
CUS02138,Corporate,South,2024-11-13
CUS02139,Consumer,South,2024-06-08
CUS02140,Consumer,South,2024-04-02
CUS02141,Consumer,North,2025-03-15
CUS02142,Consumer,Central,2024-07-04
CUS02143,Consumer,South,2025-01-25
CUS02144,Consumer,North,2023-01-06
CUS02145,Small Business,North,2022-01-06
CUS02146,Consumer,Central,2022-03-05
CUS02147,Consumer,East,2024-01-23
CUS02148,Consumer,South,2023-08-29
CUS02149,Small Business,East,2021-05-21
CUS02150,Consumer,North,2022-01-08
CUS02151,Consumer,South,2025-11-01
CUS02152,Consumer,South,2024-08-18
CUS02153,Consumer,Central,2024-10-09
CUS02154,Consumer,North,2021-12-26
CUS02155,Small Business,East,2021-04-28
CUS02156,Consumer,West,2022-06-16
CUS02157,Small Business,Central,2025-04-13
CUS02158,Consumer,East,2023-07-14
CUS02159,Small Business,South,2024-12-02
CUS02160,Small Business,South,2023-06-08
CUS02161,Consumer,South,2023-06-14
CUS02162,Consumer,West,2024-01-02
CUS02163,Consumer,South,2025-10-17
CUS02164,Small Business,West,2023-03-10
CUS02165,Consumer,West,2023-12-24
CUS02166,Consumer,Central,2025-08-06
CUS02167,Consumer,South,2022-11-11
CUS02168,Small Business,Central,2025-03-13
CUS02169,Consumer,East,2023-09-04
CUS02170,Consumer,West,2025-05-24
CUS02171,Corporate,West,2023-05-04
CUS02172,Consumer,Central,2024-02-23
CUS02173,Small Business,East,2022-08-13
CUS02174,Consumer,West,2024-03-04
CUS02175,Consumer,South,2022-08-19
CUS02176,Small Business,East,2024-01-17
CUS02177,Consumer,East,2024-12-10
CUS02178,Consumer,West,2023-03-05
CUS02179,Consumer,West,2023-02-23
CUS02180,Consumer,North,2022-08-11
CUS02181,Consumer,Central,2024-08-26
CUS02182,Consumer,West,2023-12-17
CUS02183,Consumer,North,2023-08-01
CUS02184,Consumer,Central,2021-02-16
CUS02185,Consumer,West,2021-07-20
CUS02186,Consumer,North,2021-01-14
CUS02187,Consumer,East,2025-04-01
CUS02188,Consumer,Central,2025-04-04
CUS02189,Small Business,South,2021-05-04
CUS02190,Consumer,Central,2021-03-26
CUS02191,Consumer,East,2024-11-27
CUS02192,Consumer,South,2023-08-16
CUS02193,Small Business,South,2022-07-18
CUS02194,Consumer,East,2024-01-28
CUS02195,Consumer,West,2022-03-08
CUS02196,Consumer,Central,2021-12-28
CUS02197,Consumer,North,2022-11-02
CUS02198,Small Business,Central,2025-06-23
CUS02199,Corporate,East,2024-11-01
CUS02200,Consumer,North,2021-12-13
CUS02201,Small Business,Central,2023-10-23
CUS02202,Consumer,South,2025-06-03
CUS02203,Consumer,West,2025-10-03
CUS02204,Small Business,West,2024-10-24
CUS02205,Consumer,North,2021-08-24
CUS02206,Consumer,South,2022-03-16
CUS02207,Consumer,West,2022-02-03
CUS02208,Corporate,South,2021-10-03
CUS02209,Consumer,North,2021-11-16
CUS02210,Consumer,North,2022-08-01
CUS02211,Consumer,Central,2023-10-11
CUS02212,Consumer,North,2022-12-28
CUS02213,Consumer,North,2023-02-07
CUS02214,Small Business,East,2022-03-25
CUS02215,Small Business,North,2021-10-03
CUS02216,Small Business,West,2025-12-28
CUS02217,Small Business,East,2023-12-30
CUS02218,Consumer,West,2022-02-24
CUS02219,Consumer,East,2025-01-18
CUS02220,Consumer,West,2025-02-24
CUS02221,Consumer,West,2025-10-31
CUS02222,Corporate,East,2021-10-18
CUS02223,Consumer,North,2024-03-13
CUS02224,Corporate,South,2025-11-24
CUS02225,Consumer,North,2025-01-12
CUS02226,Consumer,North,2022-02-16
CUS02227,Consumer,South,2025-06-18
CUS02228,Consumer,South,2023-02-09
CUS02229,Consumer,North,2023-06-12
CUS02230,Consumer,South,2023-10-17
CUS02231,Consumer,East,2024-11-08
CUS02232,Corporate,North,2021-08-08
CUS02233,Consumer,South,2023-09-12
CUS02234,Consumer,North,2025-01-30
CUS02235,Small Business,North,2023-09-29
CUS02236,Consumer,North,2022-05-17
CUS02237,Small Business,East,2021-04-13
CUS02238,Small Business,West,2023-09-30
CUS02239,Consumer,West,2024-07-07
CUS02240,Consumer,West,2023-10-01
CUS02241,Consumer,West,2025-11-23
CUS02242,Small Business,Central,2024-01-05
CUS02243,Small Business,South,2023-07-17
CUS02244,Consumer,West,2021-04-12
CUS02245,Consumer,Central,2023-10-17
CUS02246,Consumer,East,2021-11-04
CUS02247,Consumer,Central,2024-08-15
CUS02248,Corporate,North,2021-10-22
CUS02249,Consumer,Central,2025-07-13
CUS02250,Consumer,East,2022-07-06
CUS02251,Consumer,South,2023-03-04
CUS02252,Small Business,North,2021-09-22
CUS02253,Corporate,West,2022-01-20
CUS02254,Consumer,East,2025-08-10
CUS02255,Consumer,South,2022-06-02
CUS02256,Consumer,South,2023-07-26
CUS02257,Consumer,Central,2025-11-27
CUS02258,Consumer,East,2024-02-13
CUS02259,Consumer,North,2021-03-17
CUS02260,Consumer,South,2022-10-15
CUS02261,Consumer,North,2022-12-08
CUS02262,Consumer,West,2022-05-20
CUS02263,Consumer,Central,2022-03-17
CUS02264,Small Business,Central,2023-07-08
CUS02265,Consumer,West,2022-11-20
CUS02266,Small Business,West,2022-06-22
CUS02267,Consumer,East,2023-01-24
CUS02268,Consumer,West,2022-09-20
CUS02269,Consumer,North,2022-02-22
CUS02270,Consumer,East,2023-04-07
CUS02271,Consumer,East,2025-09-16
CUS02272,Consumer,North,2023-07-12
CUS02273,Small Business,East,2023-12-27
CUS02274,Consumer,West,2025-12-02
CUS02275,Consumer,South,2024-01-25
CUS02276,Consumer,East,2022-02-12
CUS02277,Consumer,South,2022-12-29
CUS02278,Small Business,South,2023-06-10
CUS02279,Small Business,North,2023-05-17
CUS02280,Consumer,South,2021-09-30
CUS02281,Consumer,Central,2021-07-13
CUS02282,Consumer,Central,2022-10-01
CUS02283,Consumer,West,2025-07-27
CUS02284,Small Business,West,2024-08-02
CUS02285,Small Business,West,2025-03-17
CUS02286,Consumer,East,2021-11-15
CUS02287,Consumer,East,2023-01-27
CUS02288,Consumer,West,2023-11-27
CUS02289,Consumer,West,2023-03-04
CUS02290,Consumer,East,2023-01-31
CUS02291,Consumer,East,2022-10-19
CUS02292,Corporate,East,2021-04-05
CUS02293,Consumer,South,2025-04-14
CUS02294,Consumer,South,2025-08-30
CUS02295,Consumer,North,2021-05-28
CUS02296,Consumer,East,2023-01-25
CUS02297,Small Business,West,2023-08-04
CUS02298,Consumer,West,2024-12-01
CUS02299,Small Business,Central,2025-12-06
CUS02300,Small Business,North,2023-01-30
CUS02301,Consumer,West,2024-09-28
CUS02302,Consumer,West,2025-09-07
CUS02303,Corporate,East,2025-02-24
CUS02304,Consumer,South,2022-06-15
CUS02305,Consumer,South,2025-01-31
CUS02306,Corporate,West,2023-01-23
CUS02307,Small Business,Central,2021-02-01
CUS02308,Consumer,West,2024-10-16
CUS02309,Consumer,East,2025-03-05
CUS02310,Consumer,West,2022-09-20
CUS02311,Small Business,North,2023-04-03
CUS02312,Consumer,West,2022-10-27
CUS02313,Consumer,North,2021-08-02
CUS02314,Consumer,Central,2025-12-21
CUS02315,Corporate,Central,2021-02-11
CUS02316,Small Business,East,2023-10-11
CUS02317,Consumer,South,2021-01-28
CUS02318,Consumer,West,2024-06-12
CUS02319,Corporate,West,2025-07-03
CUS02320,Corporate,West,2024-03-20
CUS02321,Consumer,East,2024-01-12
CUS02322,Consumer,South,2025-02-19
CUS02323,Consumer,North,2025-11-13
CUS02324,Consumer,South,2025-04-22
CUS02325,Consumer,East,2022-02-27
CUS02326,Consumer,East,2023-10-25
CUS02327,Consumer,East,2025-02-03
CUS02328,Small Business,South,2022-06-22
CUS02329,Consumer,Central,2024-05-17
CUS02330,Consumer,South,2021-02-11
CUS02331,Consumer,Central,2025-05-21
CUS02332,Consumer,South,2024-01-27
CUS02333,Consumer,East,2024-09-18
CUS02334,Consumer,West,2025-02-15
CUS02335,Consumer,South,2022-02-04
CUS02336,Consumer,South,2023-04-03
CUS02337,Small Business,South,2025-04-17
CUS02338,Consumer,Central,2021-10-28
CUS02339,Small Business,North,2025-02-09
CUS02340,Small Business,East,2022-06-10
CUS02341,Small Business,West,2023-11-17
CUS02342,Consumer,West,2023-07-20
CUS02343,Consumer,East,2024-06-06
CUS02344,Consumer,North,2025-03-07
CUS02345,Consumer,North,2022-09-29
CUS02346,Consumer,East,2021-11-10
CUS02347,Corporate,Central,2023-02-11
CUS02348,Consumer,North,2024-01-23
CUS02349,Small Business,Central,2024-10-01
CUS02350,Consumer,West,2024-10-06
CUS02351,Consumer,North,2022-09-13
CUS02352,Consumer,South,2025-09-05
CUS02353,Consumer,South,2021-06-01
CUS02354,Consumer,Central,2021-08-01
CUS02355,Consumer,East,2021-02-15
CUS02356,Consumer,South,2025-08-18
CUS02357,Consumer,South,2021-11-25
CUS02358,Consumer,East,2024-01-03
CUS02359,Corporate,North,2025-01-23
CUS02360,Consumer,South,2024-10-31
CUS02361,Consumer,North,2025-09-28
CUS02362,Consumer,West,2021-04-09
CUS02363,Consumer,West,2023-01-13
CUS02364,Consumer,East,2023-07-13
CUS02365,Consumer,North,2024-06-24
CUS02366,Corporate,South,2024-02-11
CUS02367,Consumer,Central,2023-10-19
CUS02368,Consumer,South,2022-07-14
CUS02369,Consumer,North,2021-07-14
CUS02370,Consumer,North,2023-02-27
CUS02371,Consumer,Central,2022-04-19
CUS02372,Consumer,North,2023-10-09
CUS02373,Consumer,East,2024-12-25
CUS02374,Consumer,Central,2023-10-06
CUS02375,Small Business,West,2023-12-01
CUS02376,Consumer,East,2021-03-18
CUS02377,Consumer,South,2024-03-22
CUS02378,Consumer,North,2023-03-14
CUS02379,Consumer,North,2021-08-14
CUS02380,Consumer,Central,2022-01-26
CUS02381,Consumer,North,2024-11-25
CUS02382,Corporate,North,2025-07-31
CUS02383,Consumer,Central,2023-07-16
CUS02384,Consumer,East,2025-11-18
CUS02385,Small Business,South,2021-11-25
CUS02386,Small Business,West,2022-07-01
CUS02387,Consumer,East,2025-08-25
CUS02388,Consumer,Central,2021-11-16
CUS02389,Consumer,East,2024-04-18
CUS02390,Small Business,West,2022-02-05
CUS02391,Consumer,Central,2022-08-28
CUS02392,Corporate,East,2023-05-22
CUS02393,Consumer,South,2022-10-19
CUS02394,Small Business,Central,2025-05-15
CUS02395,Consumer,South,2025-11-11
CUS02396,Consumer,North,2023-07-02
CUS02397,Consumer,East,2023-08-17
CUS02398,Consumer,Central,2021-04-12
CUS02399,Consumer,North,2022-03-04
CUS02400,Consumer,Central,2021-03-14
CUS02401,Consumer,Central,2025-04-13
CUS02402,Consumer,Central,2022-02-19
CUS02403,Small Business,East,2022-09-14
CUS02404,Small Business,South,2025-03-19
CUS02405,Consumer,East,2024-07-25
CUS02406,Consumer,North,2024-02-09
CUS02407,Consumer,Central,2021-03-12
CUS02408,Small Business,West,2023-10-25
CUS02409,Consumer,East,2023-10-21
CUS02410,Consumer,East,2022-08-06
CUS02411,Corporate,West,2024-09-21
CUS02412,Corporate,East,2025-08-24
CUS02413,Consumer,Central,2022-04-18
CUS02414,Consumer,Central,2022-08-28
CUS02415,Consumer,Central,2022-08-12
CUS02416,Small Business,West,2025-03-04
CUS02417,Consumer,West,2021-05-22
CUS02418,Consumer,South,2025-06-24
CUS02419,Consumer,North,2024-11-15
CUS02420,Consumer,East,2023-06-02
CUS02421,Consumer,Central,2023-12-01
CUS02422,Consumer,North,2025-06-21
CUS02423,Small Business,East,2024-11-05
CUS02424,Small Business,North,2022-05-21
CUS02425,Consumer,East,2021-04-02
CUS02426,Small Business,North,2024-04-16
CUS02427,Consumer,West,2021-09-24
CUS02428,Consumer,Central,2021-06-10
CUS02429,Consumer,West,2025-11-28
CUS02430,Small Business,West,2023-05-15
CUS02431,Small Business,South,2024-04-02
CUS02432,Small Business,East,2022-02-01
CUS02433,Small Business,North,2021-07-05
CUS02434,Corporate,South,2021-04-25
CUS02435,Consumer,East,2022-10-09
CUS02436,Corporate,West,2021-01-07
CUS02437,Consumer,North,2023-02-06
CUS02438,Consumer,Central,2022-08-16
CUS02439,Consumer,East,2023-08-20
CUS02440,Consumer,Central,2023-12-12
CUS02441,Consumer,East,2022-07-17
CUS02442,Consumer,East,2023-04-11
CUS02443,Consumer,West,2021-05-23
CUS02444,Consumer,Central,2022-07-05
CUS02445,Small Business,North,2025-11-21
CUS02446,Consumer,East,2025-12-14
CUS02447,Consumer,North,2023-06-06
CUS02448,Consumer,East,2025-09-11
CUS02449,Consumer,Central,2023-07-04
CUS02450,Consumer,Central,2021-08-18
CUS02451,Small Business,South,2025-05-03
CUS02452,Consumer,South,2023-01-28
CUS02453,Consumer,East,2024-01-23
CUS02454,Small Business,South,2024-03-30
CUS02455,Consumer,North,2022-07-17
CUS02456,Small Business,South,2024-08-31
CUS02457,Consumer,East,2023-07-04
CUS02458,Small Business,East,2022-10-31
CUS02459,Small Business,Central,2022-06-28
CUS02460,Small Business,East,2024-09-23
CUS02461,Consumer,South,2022-04-01
CUS02462,Small Business,West,2021-08-15
CUS02463,Corporate,West,2025-05-29
CUS02464,Consumer,East,2022-08-29
CUS02465,Small Business,East,2024-03-15
CUS02466,Small Business,South,2024-07-31
CUS02467,Consumer,Central,2025-03-10
CUS02468,Corporate,Central,2024-02-16
CUS02469,Consumer,North,2024-07-15
CUS02470,Consumer,South,2025-03-08
CUS02471,Consumer,South,2025-09-18
CUS02472,Consumer,Central,2021-03-27
CUS02473,Small Business,North,2024-09-18
CUS02474,Consumer,South,2021-11-15
CUS02475,Consumer,South,2025-06-15
CUS02476,Consumer,East,2021-03-30
CUS02477,Consumer,South,2022-03-27
CUS02478,Small Business,East,2021-12-17
CUS02479,Small Business,West,2024-01-07
CUS02480,Consumer,Central,2021-01-08
CUS02481,Consumer,North,2021-02-01
CUS02482,Consumer,North,2023-07-10
CUS02483,Consumer,North,2025-11-09
CUS02484,Consumer,Central,2023-08-23
CUS02485,Consumer,West,2023-03-25
CUS02486,Consumer,East,2024-04-15
CUS02487,Consumer,West,2023-10-05
CUS02488,Consumer,East,2022-12-04
CUS02489,Consumer,South,2023-12-11
CUS02490,Small Business,East,2021-01-06
CUS02491,Small Business,West,2022-03-23
CUS02492,Consumer,North,2024-05-14
CUS02493,Small Business,West,2022-09-16
CUS02494,Small Business,East,2021-04-10
CUS02495,Consumer,North,2021-08-16
CUS02496,Consumer,South,2025-04-30
CUS02497,Consumer,East,2022-08-25
CUS02498,Small Business,South,2021-02-11
CUS02499,Consumer,South,2024-08-23
CUS02500,Consumer,West,2023-08-27
